heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
106.38,-1.235,-0.867,-0.738,1.679,83.23,21,1
79.36,1.135,-0.046,0.193,1.152,21.43,20,0
104.69,0.083,-0.936,1.276,1.585,66.51,13,1
63.58,-0.07,0.564,0.291,0.639,46.25,3,0
90.93,-0.003,-0.03,0.131,0.135,43.77,2,0
97.49,-1.013,0.293,0.555,1.191,41.35,13,0
63.37,0.315,-0.414,-1.713,1.791,45.12,23,0
84.16,0.519,0.015,-1.039,1.161,51.07,23,0
78.07,-0.153,0.137,0.007,0.206,16.0,20,0
119.8,0.318,-1.034,-2.184,2.438,64.08,13,1
159.31,1.568,-1.856,-0.741,2.54,95.9,18,2
152.59,-2.302,-2.788,1.454,3.897,86.76,6,2
122.0,-0.915,0.993,-2.011,2.422,69.45,7,1
162.26,1.057,0.582,-2.548,2.82,98.62,20,2
101.33,-0.578,0.067,2.027,2.109,65.89,0,1
85.43,0.723,1.23,0.376,1.475,26.57,22,0
89.81,-0.795,1.126,0.405,1.436,43.8,21,0
78.19,-0.831,-0.024,-0.42,0.932,43.74,4,0
86.98,-0.877,-1.426,-0.333,1.706,39.14,10,0
115.11,-1.694,0.816,-0.816,2.05,54.84,0,1
96.22,0.066,-0.09,0.079,0.137,54.4,19,0
141.25,2.571,1.412,1.357,3.232,96.1,13,2
134.42,0.098,-1.618,0.827,1.82,72.63,0,1
87.81,-0.207,0.498,-0.635,0.833,33.53,14,0
86.25,0.127,1.708,-0.33,1.744,24.86,9,0
125.57,-0.657,-1.12,-3.294,3.541,105.34,14,2
104.0,0.714,1.742,-0.303,1.907,43.46,5,0
112.75,-0.103,0.561,-0.838,1.014,26.53,2,0
125.24,1.574,1.811,0.195,2.407,64.09,23,1
118.94,2.271,-0.08,-2.83,3.629,88.08,23,2
57.01,0.597,0.018,0.309,0.673,49.51,17,0
77.64,-1.835,1.169,-1.0,2.395,44.99,12,0
66.29,0.536,-0.029,0.231,0.584,43.15,15,0
108.79,-1.306,1.605,0.798,2.218,62.56,12,1
138.71,-2.875,0.055,2.296,3.68,86.61,8,2
98.39,-0.07,0.955,0.202,0.979,73.77,5,0
75.91,-0.044,0.093,-0.35,0.365,42.24,8,0
76.06,-0.201,0.06,0.149,0.258,29.21,6,0
98.99,0.11,-0.751,-1.76,1.917,46.46,4,0
68.86,-0.331,0.391,-0.238,0.565,80.85,19,0
89.52,0.013,0.116,-0.126,0.172,52.05,19,0
100.99,-0.12,-0.074,0.022,0.143,25.56,15,0
78.7,1.496,0.729,0.21,1.677,59.88,19,0
110.29,0.055,0.749,-1.144,1.368,56.35,2,0
65.80241812126933,1.831519042024073,-1.4490603710541559,-0.969472328074761,2.528658647417457,58.786867490078045,2,0
89.11,0.227,0.507,-0.349,0.656,36.94,19,0
150.24,1.12,-1.477,1.221,2.22,68.47,13,1
152.57,-1.365,0.229,3.262,3.543,100.86,21,2
67.48,0.26,-0.955,-0.509,1.113,44.49,6,0
84.67,-0.779,0.192,-0.508,0.95,37.98,17,0
97.48,0.665,-0.421,0.183,0.808,50.5,1,0
109.89,-0.853,0.532,-2.261,2.475,52.37,2,0
111.61,0.465,0.769,0.872,1.252,76.54,22,0
128.63,-2.067,-0.445,1.874,2.825,88.46,8,1
136.47,-1.141,-1.85,2.99,3.697,90.68,9,2
61.16,-0.015,-0.231,0.064,0.24,49.93,18,0
89.37,-0.052,0.332,-0.532,0.629,60.79,16,0
90.5,0.152,0.123,0.272,0.335,60.55,12,0
72.81,0.73,-1.158,1.126,1.772,16.0,15,0
158.96,-2.272,-0.549,0.435,2.377,106.06,18,2
95.29,0.349,-0.46,-0.385,0.693,85.0,16,0
97.58,1.293,0.0,0.63,1.438,38.11,0,0
90.25,0.187,-0.648,0.568,0.882,49.3,13,0
153.18,2.179,1.395,-0.295,2.604,84.59,16,2
103.93,-0.793,0.435,1.622,1.857,62.82,6,1
99.94,0.71,0.001,-0.067,0.713,45.01,9,0
79.25,-0.42,-0.115,-0.182,0.472,32.31,0,0
112.9,0.075,2.299,-0.104,2.302,72.68,16,1
100.47,-1.243,1.021,1.175,1.992,21.63,10,0
62.12,-0.553,0.656,-0.358,0.93,60.59,1,0
109.76,-2.27,0.091,-0.973,2.472,78.15,11,1
78.85,-0.319,-0.59,0.022,0.671,27.51,5,0
100.71,0.076,0.121,0.127,0.192,49.05,10,0
119.94,2.348,-0.122,-0.315,2.373,63.03,5,1
125.25,0.658,1.544,-0.71,1.822,77.84,20,1
102.96,-0.842,-0.237,0.231,0.905,46.96,2,0
99.93,-0.457,0.069,1.108,1.201,47.55,11,0
92.25,-0.496,-0.371,0.495,0.793,63.55,18,0
87.09,0.078,-0.145,-0.514,0.54,78.21,8,0
94.77,0.082,-0.128,-0.071,0.168,37.23,5,0
136.37,2.68,1.299,-0.315,2.995,97.36,7,2
102.52,-1.427,2.329,-1.252,3.005,98.16,21,2
168.15,-3.441,-0.936,0.892,3.676,95.2,20,2
99.74,1.473,0.447,1.604,2.224,57.86,15,0
124.81,-1.84,-0.668,1.957,2.768,64.06,3,1
92.82,-0.353,0.648,-0.037,0.738,39.21,14,0
80.23,0.198,0.101,-0.065,0.231,27.12,0,0
94.87,0.457,-0.806,1.069,1.415,62.9,11,1
94.83,0.858,-0.181,-0.292,0.924,27.8,12,0
129.62,-0.658,0.687,-1.534,1.805,91.35,20,1
62.12,-0.339,0.064,0.748,0.824,50.47,0,0
144.98,-2.235,-0.899,-2.517,3.484,92.48,13,2
94.19,-0.136,-0.008,0.118,0.18,41.13,16,0
107.55,2.594,-0.07,-2.452,3.57,108.58,9,2
61.32,-0.56,-0.568,-0.339,0.867,59.53,2,0
62.13,-0.676,-0.759,0.361,1.078,44.54,2,0
153.23,-1.569,-1.088,-6.541920769879789,6.814853803228986,100.65,13,2
111.72,1.592,0.887,-0.326,1.851,42.32,11,1
153.65,-0.666,-1.308,-3.428,3.729,97.76,16,2
109.17,-0.572,0.553,-0.018,0.795,36.37,0,0
74.06,-0.023,-0.064,0.008,0.069,22.08,12,0
74.25,-0.111,-0.517,-0.022,0.529,36.98,13,0
96.0,0.723,-1.421,0.725,1.752,24.98,0,0
79.74,0.807,-0.402,-1.231,1.526,36.6,2,0
124.11,-0.442,-0.843,-2.405,2.587,71.37,20,1
73.47,-0.115,-0.319,-0.028,0.34,48.52,8,0
75.01,0.098,1.564,0.16,1.576,30.84,18,0
105.61,-1.452,-0.858,0.985,1.953,49.49,7,1
90.32,-0.327,-0.302,0.044,0.447,27.14,8,0
63.56,-0.05,0.274,0.195,0.34,58.78,5,0
88.39,0.2,-0.496,0.553,0.77,53.08,5,0
101.41,1.023,-0.522,-0.515,1.258,59.74,16,0
114.6,-1.515,-0.153,-1.415,2.078,65.96,0,1
72.47,-0.892,0.578,0.03,1.063,25.3,8,0
76.73,0.456,-0.533,0.998,1.22,17.61,20,0
88.75,0.197,0.417,-0.127,0.479,20.48,21,0
100.52,-1.162,0.045,-0.043,1.164,51.3,17,0
160.79,2.137,0.547,3.042,3.758,109.76,9,2
75.37,-0.794,-1.172,-0.606,1.54,28.09,1,0
81.5,0.423,-0.575,-0.965,1.2,29.04,20,0
99.23,1.472,-0.363,-0.662,1.654,48.9,12,0
74.61,-0.763,0.5,0.724,1.164,65.98,16,0
98.64,-1.096,-0.302,-0.643,1.306,23.81,11,0
69.26,-0.226,-0.564,-1.054,1.217,63.7,3,0
82.92,-0.125,0.052,0.211,0.25,28.56,2,0
110.46,-0.213,-1.144,-1.214,1.682,70.89,6,1
69.58,1.011,-0.419,1.234,1.65,76.17,16,0
97.01,0.174,0.131,-0.019,0.219,44.75,19,0
61.28,0.253,-0.215,-0.525,0.621,35.49,17,0
71.0,0.299,-0.061,0.346,0.461,45.59,12,0
76.95,-0.646,-0.161,-1.303,1.463,52.02,8,0
88.9,0.147,-0.067,0.259,0.305,25.01,15,0
152.98,0.962,-1.716,-2.832,3.449,94.73,14,2
102.24,-0.72,-0.329,-0.829,1.146,34.2,23,0
97.43,-0.694,-0.351,0.163,0.794,26.5,11,0
85.39,-0.461,-0.227,-0.974,1.102,34.75,12,0
56.86,0.333,-1.263,-0.809,1.537,85.0,13,0
64.86,-0.028,0.003,0.036,0.046,37.75,9,0
59.52,-0.068,0.462,0.296,0.553,78.4,15,0
73.79,0.189,-0.703,0.834,1.107,35.73,4,0
96.44,0.165,-0.275,-0.598,0.678,31.16,9,0
84.55,0.096,0.295,0.215,0.377,39.25,3,0
74.23,0.897,-0.638,-0.054,1.102,59.6,17,0
86.19,-0.166,-0.187,-0.038,0.252,59.61,17,0
90.79,0.18,0.969,-0.219,1.01,78.51,9,0
88.85,-0.715,-0.536,-0.502,1.025,33.13,20,0
66.39,0.052,0.225,0.831,0.862,73.42,11,0
104.0,-0.271,0.271,1.388,1.44,18.59,15,0
112.73,-0.302,-0.373,0.234,0.534,56.72,4,0
87.77,-0.206,0.836,0.359,0.933,42.96,14,0
88.54,-0.119,-0.127,0.208,0.271,53.09,8,0
83.73,1.036,0.697,-1.191,1.725,84.08,21,1
132.96,-1.578,1.091,-2.168,2.895,96.05,18,2
158.76,1.994,-1.677,-0.437,2.642,99.12,15,2
77.69,-0.195,-0.838,-0.329,0.921,60.69,1,0
111.61,0.125,0.435,0.112,0.466,73.41,6,0
112.14,0.253,0.557,-0.006,0.612,41.36,14,0
70.16,0.083,0.467,-0.336,0.581,53.29,7,0
68.65,0.28,0.215,-1.016,1.075,68.47,18,0
66.65,0.08,0.006,-0.019,0.083,27.08,23,0
99.29,0.196,-0.085,0.02,0.215,32.33,10,0
78.69,-0.22,-0.1,-0.028,0.243,51.06,17,0
99.86,-1.859,1.89,-0.224,2.66,72.48,9,1
79.57,-0.378,0.606,-0.386,0.812,29.12,21,0
75.83,-0.62,0.011,1.13,1.289,61.32,17,0
128.31,0.412,0.083,2.182,2.2221064330945084,106.5132112706634,15,1
70.32,0.549,1.116,0.049,1.245,18.84,7,0
69.64,-0.202,0.082,0.063,0.227,47.22,13,0
86.02,-1.271,0.999,-1.092,1.951,46.39,20,0
64.23,-0.068,-0.027,0.132,0.151,37.93,12,0
109.92,2.794,-0.142,-2.833,3.981,89.79,1,2
96.91,0.319,1.108,-0.418,1.226,44.71,5,0
90.65,-0.359,0.828,0.066,0.905,58.79,1,0
90.0,0.177,-0.245,0.94,0.987,41.72,9,0
122.26,-0.026,-0.193,1.415,1.429,62.61,18,1
101.95,0.06,-0.81,0.805,1.144,69.39,23,0
121.88,-0.645,0.523,-1.142,1.412,28.92,0,0
72.1,-0.061,0.196,-0.105,0.23,37.46,1,0
111.29,0.951,2.16,-0.834,2.503,54.99,3,1
96.74,-0.257,-0.201,0.142,0.356,56.66,5,0
98.12,-0.66,-0.762,-1.004,1.423,60.29,8,0
64.61,0.844,0.544,0.116,1.01,49.76,13,0
117.95,0.888,0.96,1.05,1.678,53.01,23,1
67.34,0.899,-0.008,-0.448,1.004,21.84,19,0
98.09,0.595,1.96,0.221,2.06,57.84,13,0
122.21,-0.164,0.622,1.718,1.835,68.16,14,1
69.78,-0.337,0.761,0.466,0.954,49.11,22,0
115.31,-1.938,-2.114,0.693,2.95,98.96,23,2
102.43,-0.028,-0.096,0.176,0.203,21.26,5,0
81.07,-0.171,-1.228,0.173,1.252,50.57,23,0
131.04,1.875,-0.077,-1.176,2.215,62.35,8,1
66.96,-0.123,-0.343,0.094,0.376,33.15,19,0
81.22,0.393,0.762,0.273,0.9,42.91,19,0
96.31,-0.448,0.133,-0.013,0.467,43.6,8,0
113.51,1.092,-0.858,-1.356,1.941,72.35,7,1
106.63,-0.556,0.051,-0.995,1.14,59.64,10,0
72.87,-0.04,0.057,-0.034,0.077,40.5,14,0
93.17,-0.247,-1.052,-0.529,1.203,79.96,16,0
117.53,0.716,0.299,-0.843,1.146,37.32,14,0
60.67,0.166,-0.024,0.103,0.197,46.16,8,0
82.82,0.694,-0.355,-0.494,0.923,44.14,16,0
159.42,-1.569,0.866,2.122,2.777,90.59,10,2
87.86,-0.039,-0.025,0.022,0.051,38.12,5,0
59.38,0.102,0.007,0.051,0.115,54.24,6,0
80.53,0.905,-0.578,0.373,1.137,44.56,21,0
72.23,-1.68,-0.588,0.441,1.834,49.38,3,0
117.96,0.572,-0.962,-2.275,2.536,95.08,20,1
84.83,1.212,0.027,0.953,1.542,61.54,21,0
118.25,1.821,0.737,0.777,2.113,77.36,20,1
67.15,1.04,-0.755,-0.321,1.325,46.77,11,0
85.32,-0.314,-0.333,-0.206,0.502,51.47,0,0
74.38,0.195,0.516,-0.516,0.755,25.87,9,0
58.29,-1.748,1.153,-0.296,2.115,61.36,19,0
69.78,0.837,0.574,1.295,1.645,45.15,2,0
119.95,0.741,1.187,-0.337,1.439,98.39,10,1
59.14,-0.067,0.007,-0.881,0.883,47.25,21,0
132.17,-0.007,-1.021,-1.575,1.877,61.46,0,1
81.29,0.156,-0.362,-0.644,0.755,43.96,14,0
118.45,-0.811,-0.77,2.081,2.363,74.22,5,1
159.08,-1.388,2.027,-1.238,2.751,101.92,17,2
64.43,0.772,0.006,-0.089,0.777,36.4,8,0
97.18,-0.464,0.432,-0.307,0.704,40.79,17,0
123.88,-2.12,-2.761,0.69,3.549,87.92,12,2
82.53,0.762,0.006,-0.086,0.767,41.59,23,0
72.58,-0.273,-0.213,0.08,0.355,76.26,3,0
110.29,-0.608,-1.031,0.152,1.207,76.4,11,1
69.69,1.277,-0.457,0.79,1.569,29.7,10,0
75.27,-0.337,-0.01,-0.17,0.378,44.03,9,0
94.29,0.038,-0.879,-0.547,1.036,48.66,22,0
101.69,0.391,-0.315,-0.206,0.543,51.58,23,0
108.0,0.346,-1.445,-0.737,1.658,80.0,8,0
79.9,-0.428,-0.132,-0.014,0.448,34.69,11,0
76.0,0.137,0.217,-0.31,0.402,17.08,0,0
75.95,1.449,-0.506,0.249,1.555,68.54,11,0
110.31,0.74,-1.108,0.937,1.629,75.78,7,1
97.11,1.178,-1.609,0.356,2.025,62.3,14,0
77.79,-0.057,-0.177,0.165,0.248,54.51,7,0
89.71,0.291,0.153,0.094,0.342,16.08,7,0
97.8,0.086,-0.013,0.512,0.519,62.56,6,0
164.96,2.306,1.856,-2.463,3.851,106.93,17,2
91.99,0.448,1.082,-0.952,1.509,54.76,7,0
89.65,0.457,-0.49,-0.385,0.773,26.77,3,0
88.16,0.388,0.371,0.078,0.542,30.22,2,0
127.73,1.988,-0.269,-0.791,2.156,68.63,18,1
103.19,-0.97,1.775,0.406,2.063,82.52,3,1
99.99,-0.062,-0.898,0.361,0.97,28.71,22,0
101.3,0.225,0.265,0.088,0.359,27.03,11,0
88.82,0.421,-0.03,-0.057,0.425,46.03,3,0
166.56,2.548,0.804,-0.236,2.682,102.22,23,2
89.29,-0.269,0.685,-0.754,1.053,70.68,12,0
111.93,-1.564,-1.458,0.779,2.275,93.62,8,1
106.42,-0.406,-1.019,0.833,1.377,85.0,4,0
65.97,0.249,0.11,-0.288,0.396,26.63,1,0
100.74,-0.473,0.071,2.033,2.088,47.66,9,1
115.77,0.605,-0.178,0.354,0.723,71.48,5,0
69.22775720522881,1.9287843363202328,0.08065601330493974,1.756821392066557,2.6101984239017546,39.4745651642816,9,0
91.09,0.864,-0.402,-1.474,1.755,24.81,10,0
90.23,0.037,-1.309,0.318,1.347,68.53,22,0
157.54,2.909,-1.968,1.381,3.774,94.5,7,2
104.7,0.377,0.646,-0.424,0.86,41.01,19,0
98.8,0.785,0.301,-1.286,1.537,74.26,8,1
87.66,0.083,0.005,0.097,0.128,27.38,13,0
66.05,-0.219,0.827,-6.983393417750911,7.035600445383944,50.61,5,0
100.33,0.521,-0.478,-0.741,1.024,34.14,15,0
92.63,-0.115,0.243,0.897,0.936,30.2,0,0
90.88,0.372,0.459,0.165,0.613,25.5,18,0
59.78,-0.03,0.396,0.363,0.538,45.95,0,0
65.22,-0.125,-0.142,-0.122,0.225,27.43,8,0
62.02,-0.375,0.304,-0.434,0.649,49.81,8,0
64.78,-0.901,1.013,1.061,1.722,30.33,3,0
92.72,0.675,0.934,-0.369,1.21,29.76,7,0
76.82,-0.89,0.492,-1.604,1.9,35.91,6,0
74.42,0.555,-0.183,-0.443,0.733,36.67,23,0
87.81,0.106,-0.031,-0.283,0.304,40.46,7,0
68.08,0.653,-1.135,0.385,1.365,43.72,21,0
162.43,-2.107,-0.863,1.599,2.782,88.15,14,2
89.08,-0.29,0.706,0.075,0.767,53.46,9,0
80.78,-0.157,0.046,-0.231,0.283,41.37,22,0
88.32,1.032,-0.692,-0.071,1.244,73.25,10,0
65.69,1.813,1.221,-0.9,2.364,35.95,9,0
110.31,0.054,0.214,-0.692,0.726,32.03,4,0
166.94,-1.511,-2.792,0.858,3.288,107.25,17,2
70.55,-0.53,-0.147,-0.041,0.551,49.63,17,0
107.05,-0.155,0.559,1.766,1.859,33.07,16,0
153.97,2.295,0.871,-1.855,3.077,100.52,7,2
130.95,1.694,0.385,3.413,3.83,91.17,12,2
130.16,-1.967,3.185,1.428,4.007,88.03,2,2
88.65,0.01,-0.257,-0.245,0.355,56.66,6,0
99.76,-0.053,-0.111,0.16,0.202,36.24,18,0
71.72,0.012,-0.003,0.007,0.014,54.16,10,0
92.22,-1.089,0.628,-0.255,1.282,23.81,16,0
102.54,-0.02,0.274,0.431,0.511,42.02,16,0
112.39,-1.99,1.504,-0.303,2.513,81.82,17,1
104.0,0.129,-0.014,0.1,0.164,58.48,18,0
85.42,-0.649,1.348,-1.356,2.019,59.05,17,0
86.64,-0.121,-0.055,0.219,0.257,23.76,19,0
119.14,-1.052,0.862,0.105,1.364,71.97,23,1
110.73,-0.866,-0.674,0.559,1.232,50.31,3,0
84.5,1.584,-0.709,-0.976,1.991,51.09,3,0
99.37,1.337,-1.141,1.68,2.432,86.66,1,1
108.32,-0.212,-0.09,-0.326,0.399,56.14,17,0
68.48,-0.852,-1.194,0.827,1.684,45.61,2,0
63.23,-2.272,0.463,-1.064,2.552,39.14,13,0
126.97,0.557,-1.137,1.19,1.738,75.31,12,1
99.06,0.107,-0.82,1.191,1.45,44.97,15,0
85.47,-0.034,-0.063,-0.028,0.076,48.09,10,0
96.64,-0.306,-0.521,-1.702,1.806,26.81,11,0
95.86,0.591,0.024,-0.517,0.785,52.62,1,0
103.3,-0.637,-0.335,-0.279,0.772,49.25,21,0
150.75,0.244,-1.981,0.082,1.998,93.39,7,2
36.911544078593494,0.314,0.156,-0.681,0.7659588761806995,69.87,16,0
112.41,1.081,0.497,0.513,1.296,76.72,20,0
60.05,-0.91,-0.839,-0.63,1.388,37.7,4,0
83.78,-0.148,0.104,0.139,0.228,33.35,5,0
90.87,-1.164,-1.339,-0.597,1.872,58.56,3,0
78.55,-0.565,-0.285,0.093,0.64,36.6,3,0
107.08,-0.127,-1.34,-1.185,1.793,48.0,17,1
61.79,1.187,-0.163,-0.877,1.485,42.08,7,0
90.14,-0.429,1.451,0.232,1.53,59.19,12,0
92.74,-0.4,-0.308,-0.42,0.656,27.99,8,0
117.03,1.492,-0.73,0.881,1.88,62.66,6,1
63.42,-0.289,0.145,0.404,0.517,50.92,11,0
75.35,0.134,1.421,0.163,1.437,39.27,15,0
83.05,0.005,-0.179,-0.091,0.201,37.27,10,0
96.21,0.041,-0.278,0.033,0.283,50.68,19,0
111.22,1.073,-0.695,-1.667,2.101,73.89,14,1
77.65,0.581,-0.583,0.88,1.205,39.24,11,0
109.39,1.262,-0.999,0.963,1.876,69.89,4,1
116.86,1.084,1.267,1.474,2.225,60.72,23,1
92.52,0.336,1.374,-0.215,1.431,75.71,16,0
65.47,1.391,-0.417,-0.486,1.531,39.15,6,0
89.65821759909258,0.04577709532979668,0.9662168056073084,0.18659241883579555,0.985133081701055,53.96280267259812,3,0
115.26,-1.053,1.585,-0.717,2.033,79.51,13,1
76.42,-0.44,-0.751,-1.42,1.666,50.62,6,0
142.43,-1.755,1.743,-1.739,3.024,84.11,23,2
122.97,1.321,0.326,-1.813,2.267,56.47,18,1
142.84,1.118,-1.497,-3.584,4.042,86.08,9,2
86.77,-0.119,-0.332,1.305,1.352,61.74,7,0
103.09,0.12,-0.128,0.081,0.193,47.65,16,0
97.15,1.132,-0.871,0.732,1.605,60.22,10,1
79.73,0.727,-1.026,0.186,1.271,27.95,17,0
33.62458363108629,0.115,0.426,1.144,1.2261472179147166,52.9,6,0
70.37,0.105,0.516,0.199,0.563,60.83,18,0
95.36,0.087,-0.203,-0.019,0.221,41.39,10,0
97.87,-0.19,0.571,0.209,0.638,43.63,11,0
74.56,0.435,-0.565,-0.095,0.719,33.77,18,0
85.95,0.385,-0.848,-0.916,1.306,37.12,3,0
66.66,0.049,0.017,-0.083,0.098,46.11,1,0
112.95,-0.055,-0.445,-0.279,0.528,27.53,2,0
75.09,0.274,0.691,0.086,0.748,36.43,16,0
109.81,0.186,1.772,0.752,1.934,66.5,6,1
73.31,-1.088,-0.413,0.847,1.44,21.43,4,0
99.56,1.895,-1.313,0.14,2.31,64.76,18,1
123.52,-0.887,-0.95,1.524,2.003,61.25,23,1
114.74,0.875,-0.659,-0.102,1.1,65.48,5,0
78.42,-0.112,0.127,0.173,0.242,35.48,9,0
80.12,0.522,-0.157,-0.296,0.62,84.42,13,0
94.99,-0.455,0.804,0.253,0.958,29.09,13,0
69.29,0.043,0.058,1.235,1.238,40.63,21,0
67.13,-0.501,0.762,-1.271,1.565,26.15,12,0
152.79,-2.413,0.805,1.218,2.82,92.13,4,2
56.87,0.35,0.193,-0.459,0.609,40.39,22,0
91.5,-0.467,-1.796,1.547,2.416,31.14,21,0
81.82,1.231,-0.354,-0.548,1.394,25.78,22,0
110.55,0.3,0.802,0.741,1.133,57.28,7,0
78.25,-2.392,-0.264,0.772,2.527,54.18,14,0
67.39,0.453,-0.555,-0.395,0.818,55.63,22,0
115.89,0.866,-2.397,1.188,2.812,65.9,7,1
81.69,1.638,0.151,-0.397,1.692,21.77,14,0
99.33,-0.688,0.56,-1.404,1.661,42.83,17,0
163.52,2.075,1.08,-1.255,2.655,88.51,2,2
119.43,-0.505,1.615,0.053,1.693,65.06,1,1
66.87,-0.896,-0.155,0.428,1.005,46.06,0,0
143.15,1.744,2.286,1.285,3.15,98.69,12,2
84.18,0.483,-0.222,-1.048,1.175,39.48,1,0
95.14,0.177,0.762,-0.67,1.03,40.25,17,0
159.43,1.565,-0.536,-0.327,1.686,101.17,19,2
61.55,0.592,0.363,-0.436,0.82,47.27,22,0
94.7,-0.724,1.128,-1.53,2.034,77.62,1,1
119.71,1.153,-1.511,0.955,2.127,65.57,14,1
133.62,2.195,-0.259,2.1,3.049,85.71,14,2
56.48,-0.264,-1.426,0.861,1.687,31.84,3,0
157.37,2.176,0.934,-0.537,2.428,80.25,21,2
100.83,1.056,0.82,-0.278,1.366,45.07,8,0
62.83,0.411,1.279,-0.541,1.448,23.47,18,0
85.88,0.263,1.031,-0.559,1.202,43.78,8,0
144.29,-0.49,-0.639,-2.683,2.802,108.27,17,2
125.69,-1.213,-1.02,1.685,2.313,65.65,20,1
100.0,1.561,-0.319,-0.238,1.611,22.19,11,0
117.56,0.58,0.274,1.8,1.911,85.32,16,1
73.32,0.721,0.855,-0.707,1.323,85.0,17,0
136.06,-0.368,-4.045,0.444,4.086,95.85,10,2
84.13,0.27,0.368,0.149,0.48,54.7,10,0
117.69,-0.407,0.201,-0.315,0.552,42.55,16,0
79.55,0.907,1.332,-0.072,1.614,57.53,3,0
82.32,0.651,-0.048,1.309,1.463,40.57,18,0
96.73,-0.208,-0.105,0.037,0.236,38.53,2,0
156.98,-0.743,-3.389,0.953,3.598,105.57,10,2
158.23,-2.388,-0.43,1.047,2.643,80.91,18,2
74.73,-0.332,0.132,0.401,0.537,28.96,9,0
102.05,1.358,-1.504,-0.714,2.149,61.65,0,1
91.63,0.138,-0.017,0.013,0.14,48.38,1,0
136.57,-1.722,-0.884,-2.41,3.091,93.96,21,2
68.5,0.476,0.399,-0.403,0.741,69.74,4,0
138.84,1.448,-0.129,0.727,1.625,74.67,6,1
111.84,-1.98,0.483,-0.164,2.045,84.29,0,1
97.86,0.198,0.039,0.045,0.207,85.0,23,0
83.08,-0.696,0.289,-0.72,1.043,25.45,15,0
89.88,1.223,0.578,-2.181,2.567,20.39,23,0
89.04,-0.417,0.455,-1.282,1.423,39.36,6,0
82.29,-1.227,0.333,0.521,1.374,20.61,19,0
95.63,0.105,0.378,0.21,0.445,48.32,12,0
105.67,0.671,1.092,0.085,1.284,53.51,23,0
135.66,-2.525,-1.808,0.806,3.208,109.78,1,2
65.34,-1.431,-0.134,0.261,1.461,21.71,16,0
80.09,-0.166,-1.151,-0.965,1.511,40.29,18,0
81.54,1.032,0.573,0.773,1.411,34.01,10,0
97.2,0.411,1.713,-1.353,2.221,76.15,13,1
153.28,0.374,0.355,2.65,2.7,98.03,7,2
84.31,-0.625,-0.604,1.04,1.355,56.68,4,0
116.88,-1.218,-2.114,-0.085,2.442,61.21,13,1
57.23,0.061,-0.457,0.674,0.817,44.59,18,0
151.59,-1.602,2.117,0.912,2.807,94.96,9,2
90.17,0.123,-0.204,0.013,0.238,45.61,7,0
77.84,-0.077,-0.112,0.044,0.142,65.98,5,0
124.41,-0.448,0.2,-0.115,0.504,55.91,8,0
89.16,-0.139,-0.221,0.042,0.264,50.44,11,0
127.64,-0.128,-0.769,-0.452,0.901,27.7,9,0
66.61,-0.444,0.301,0.317,0.623,38.44,15,0
62.42,0.584,-0.467,-0.366,0.832,22.57,13,0
94.52,-0.862,-0.289,-0.101,0.915,58.08,2,0
89.84,0.754,-0.965,0.368,1.279,22.65,11,0
142.68,-2.341,2.221,-0.611,3.285,88.37,1,2
105.23,-0.039,-0.2,0.144,0.249,60.85,12,0
72.28,0.67,-0.129,-0.726,0.997,50.38,17,0
108.13,-1.044,1.576,1.358,2.328,72.1,19,1
167.29,-1.541,3.384,1.664,4.074,100.44,21,2
72.53,0.041,0.443,-0.25,0.51,60.97,12,0
144.43,1.288,-0.179,2.191,2.548,79.22,13,1
125.29,0.308,-2.088,-1.877,2.825,82.57,13,1
63.18,0.194,-0.139,-0.533,0.584,44.71,8,0
86.9,1.263,-0.69,-0.111,1.444,41.28,10,0
156.74,-1.686,-0.648,3.501,3.939,85.12,14,2
125.47,5.735749271852295,-0.907,0.858,5.870062411044207,25.29,15,0
119.74,1.042,-0.043,1.382,1.731,80.95,5,1
74.86,0.398,0.395,0.212,0.6,46.65,12,0
111.26,-2.274,0.065,0.187,2.282,61.96,14,1
73.73,-0.899,-0.064,0.534,1.048,46.34,15,0
135.85,-0.103,2.525,-1.101,2.756,75.93,1,2
101.9,0.435,0.412,1.92,2.011,59.63,3,1
67.56,-0.718,0.652,-0.782,1.246,36.91,11,0
150.1,-2.124,0.209,-1.524,2.622,81.65,7,2
76.07,0.235,0.22,0.076,0.33,74.52,7,0
101.79,0.707,-0.369,0.184,0.819,30.94,15,0
124.34,-1.118,1.008,-1.428,2.075,86.23,19,1
96.04,1.683,0.21,-1.885,2.535,68.6,19,1
39.84403558991235,-0.976,1.832,1.484,2.5516770955589188,24.55,0,0
138.17,-1.037,0.034,-2.236,2.465,83.0,15,2
77.11,-0.267,0.402,0.001,0.483,62.57,15,0
109.26,-0.116,-0.153,0.506,0.542,27.41,20,0
144.94,1.067,0.017,2.799,2.996,99.16,3,2
100.22,-0.053,0.005,0.033,0.062,46.96,8,0
97.18,-0.539,1.129,-0.989,1.594,57.52,7,0
65.58,0.163,-0.003,-0.113,0.198,48.34,6,0
130.48,-0.32,1.986,-2.521,3.225,91.03,12,2
139.43,0.633,-2.604,0.894,2.825,105.62,6,2
91.37,0.023,0.065,-0.033,0.076,59.66,21,0
57.28,1.166,-0.399,-0.883,1.516,22.42,3,0
